Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:12:11,submitting @ 2017-11-13 10:12:11,authing @ 2017-11-13 10:12:11,launching @ 2017-11-13 10:12:11,running @ 2017-11-13 10:12:12,closing @ 2017-11-13 10:12:17,completed @ 2017-11-13 10:12:17
s7-main-32workers,write,write,136,1088000000,5013.88,1129.05,5780,6360,6750,7040,7790,8900,2.34,18753478.73,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:29:39,submitting @ 2017-11-13 10:29:39,authing @ 2017-11-13 10:29:39,launching @ 2017-11-13 10:29:40,running @ 2017-11-13 10:29:40,closing @ 2017-11-13 10:30:45,completed @ 2017-11-13 10:30:45
s8-main-64workers,read,read,356,2848000000,5509.89,1327.75,5500,7450,9180,10600,12420,14140,6.33,50670421.3,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:30:47,submitting @ 2017-11-13 10:30:47,authing @ 2017-11-13 10:30:48,launching @ 2017-11-13 10:30:48,running @ 2017-11-13 10:30:48,closing @ 2017-11-13 10:31:53,completed @ 2017-11-13 10:31:53
s8-main-64workers,write,write,152,1216000000,10669.23,3725.83,10480,12530,14740,15900,19930,25040,2.73,21807408.45,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:30:47,submitting @ 2017-11-13 10:30:47,authing @ 2017-11-13 10:30:48,launching @ 2017-11-13 10:30:48,running @ 2017-11-13 10:30:48,closing @ 2017-11-13 10:31:53,completed @ 2017-11-13 10:31:53
s9-main-128workers,read,read,377,3016000000,8248.82,2684.42,8550,10620,11890,12560,14240,19430,7.39,59084269.93,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:31:56,submitting @ 2017-11-13 10:31:56,authing @ 2017-11-13 10:31:56,launching @ 2017-11-13 10:31:57,running @ 2017-11-13 10:31:57,closing @ 2017-11-13 10:33:07,completed @ 2017-11-13 10:33:07
s9-main-128workers,write,write,122,976000000,27446.58,9151.92,28910,30360,32910,36590,38870,38890,2.42,19332201.85,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:31:56,submitting @ 2017-11-13 10:31:56,authing @ 2017-11-13 10:31:56,launching @ 2017-11-13 10:31:57,running @ 2017-11-13 10:31:57,closing @ 2017-11-13 10:33:07,completed @ 2017-11-13 10:33:07
s10-main-256workers,read,read,405,3240000000,17831.6,5877.14,18250,20960,23520,25500,28590,35770,10.91,87262217.99,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:33:09,submitting @ 2017-11-13 10:33:09,authing @ 2017-11-13 10:33:11,launching @ 2017-11-13 10:33:11,running @ 2017-11-13 10:33:12,closing @ 2017-11-13 10:34:27,completed @ 2017-11-13 10:34:27
s10-main-256workers,write,write,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:33:09,submitting @ 2017-11-13 10:33:09,authing @ 2017-11-13 10:33:11,launching @ 2017-11-13 10:33:11,running @ 2017-11-13 10:33:12,closing @ 2017-11-13 10:34:27,completed @ 2017-11-13 10:34:27
s11-main-512workers,read,read,342,2736000000,30788.11,7537.56,35050,38850,40960,41580,45490,47030,11.27,90146635.21,92.68%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:34:29,submitting @ 2017-11-13 10:34:29,authing @ 2017-11-13 10:34:32,launching @ 2017-11-13 10:34:32,running @ 2017-11-13 10:34:32,closing @ 2017-11-13 10:36:22,completed @ 2017-11-13 10:36:22
s11-main-512workers,write,write,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:34:29,submitting @ 2017-11-13 10:34:29,authing @ 2017-11-13 10:34:32,launching @ 2017-11-13 10:34:32,running @ 2017-11-13 10:34:32,closing @ 2017-11-13 10:36:22,completed @ 2017-11-13 10:36:22
s12-cleanup,cleanup-delete,cleanup,24000,0,49.31,49.31,50,70,80,90,110,170,327.47,0,100%,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:36:25,submitting @ 2017-11-13 10:36:25,authing @ 2017-11-13 10:36:25,launching @ 2017-11-13 10:36:25,running @ 2017-11-13 10:36:25,closing @ 2017-11-13 10:37:55,completed @ 2017-11-13 10:37:55
s13-dispose,dispose-delete,dispose,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-13 10:12:11,booting @ 2017-11-13 10:37:58,submitting @ 2017-11-13 10:37:58,authing @ 2017-11-13 10:37:58,launching @ 2017-11-13 10:37:58,running @ 2017-11-13 10:37:58,closing @ 2017-11-13 10:38:03,completed @ 2017-11-13 10:38:03
