Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 11:49:57,submitting @ 2017-11-17 11:49:57,authing @ 2017-11-17 11:49:57,launching @ 2017-11-17 11:49:57,running @ 2017-11-17 11:49:57,closing @ 2017-11-17 11:50:02,completed @ 2017-11-17 11:50:02
s7-main-32workers,write,write,156,2496000000,10229.47,2362.24,10410,12770,14820,16180,20350,21690,1.4,22386521.45,100%,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:22:10,submitting @ 2017-11-17 12:22:10,authing @ 2017-11-17 12:22:10,launching @ 2017-11-17 12:22:10,running @ 2017-11-17 12:22:10,closing @ 2017-11-17 12:24:36,completed @ 2017-11-17 12:24:36
s8-main-64workers,read,read,391,6256000000,7688.72,2000.53,7780,9200,10430,11420,13300,16840,4.01,64217367.72,100%,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:24:38,submitting @ 2017-11-17 12:24:38,authing @ 2017-11-17 12:24:38,launching @ 2017-11-17 12:24:39,running @ 2017-11-17 12:24:39,closing @ 2017-11-17 12:27:14,completed @ 2017-11-17 12:27:14
s8-main-64workers,write,write,119,1904000000,27206.45,6503.1,28230,29730,31000,32540,34850,40670,1.21,19407813.06,100%,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:24:38,submitting @ 2017-11-17 12:24:38,authing @ 2017-11-17 12:24:38,launching @ 2017-11-17 12:24:39,running @ 2017-11-17 12:24:39,closing @ 2017-11-17 12:27:14,completed @ 2017-11-17 12:27:14
s9-main-128workers,read,read,325,5200000000,16839.92,4646.66,17220,20780,24110,25780,30190,31850,4.56,72938207.31,100%,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:27:16,submitting @ 2017-11-17 12:27:16,authing @ 2017-11-17 12:27:17,launching @ 2017-11-17 12:27:17,running @ 2017-11-17 12:27:17,closing @ 2017-11-17 12:29:52,completed @ 2017-11-17 12:29:53
s9-main-128workers,write,write,59,944000000,69168.49,15075.68,68610,72630,77010,79640,82100,90960,0.61,9687885.72,100%,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:27:16,submitting @ 2017-11-17 12:27:16,authing @ 2017-11-17 12:27:17,launching @ 2017-11-17 12:27:17,running @ 2017-11-17 12:27:17,closing @ 2017-11-17 12:29:52,completed @ 2017-11-17 12:29:53
s10-main-256workers,read,read,275,4400000000,26189.43,7819.08,27070,29610,31110,32450,36120,38590,4.2,67138741.8,100%,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:29:55,submitting @ 2017-11-17 12:29:55,authing @ 2017-11-17 12:29:57,launching @ 2017-11-17 12:29:57,running @ 2017-11-17 12:29:57,closing @ 2017-11-17 12:32:52,completed @ 2017-11-17 12:32:52
s10-main-256workers,write,write,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:29:55,submitting @ 2017-11-17 12:29:55,authing @ 2017-11-17 12:29:57,launching @ 2017-11-17 12:29:57,running @ 2017-11-17 12:29:57,closing @ 2017-11-17 12:32:52,completed @ 2017-11-17 12:32:52
s11-main-512workers,read,read,146,2336000000,63371.55,19720.95,64460,66080,67550,68760,71460,72410,2.31,36974725.5,100%,cancelled,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:32:54,submitting @ 2017-11-17 12:32:54,authing @ 2017-11-17 12:32:57,launching @ 2017-11-17 12:32:57,running @ 2017-11-17 12:32:58,cancelled @ 2017-11-17 12:48:16
s11-main-512workers,write,write,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,cancelled,waiting @ 2017-11-17 11:37:20,booting @ 2017-11-17 12:32:54,submitting @ 2017-11-17 12:32:54,authing @ 2017-11-17 12:32:57,launching @ 2017-11-17 12:32:57,running @ 2017-11-17 12:32:58,cancelled @ 2017-11-17 12:48:16
cleanup,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cancelled,waiting @ 2017-11-17 11:37:20,cancelled @ 2017-11-17 12:48:16
dispose,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cancelled,waiting @ 2017-11-17 11:37:20,cancelled @ 2017-11-17 12:48:16
