Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 13:45:43,submitting @ 2017-11-15 13:45:43,authing @ 2017-11-15 13:45:43,launching @ 2017-11-15 13:45:43,running @ 2017-11-15 13:45:43,closing @ 2017-11-15 13:45:48,completed @ 2017-11-15 13:45:48
s7-main-32workers,write,write,9492,37968000,163.96,163.96,170,190,210,220,250,340,79.18,316737.3,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 13:55:56,submitting @ 2017-11-15 13:55:56,authing @ 2017-11-15 13:55:56,launching @ 2017-11-15 13:55:56,running @ 2017-11-15 13:55:56,closing @ 2017-11-15 13:58:16,completed @ 2017-11-15 13:58:16
s8-main-64workers,read,read,24439,97756000,150.57,149.43,170,230,290,340,430,600,204.26,817037.89,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 13:58:19,submitting @ 2017-11-15 13:58:19,authing @ 2017-11-15 13:58:19,launching @ 2017-11-15 13:58:19,running @ 2017-11-15 13:58:20,closing @ 2017-11-15 14:00:40,completed @ 2017-11-15 14:00:40
s8-main-64workers,write,write,10484,41936000,379.3,379.3,420,540,630,710,850,1170,87.62,350495.79,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 13:58:19,submitting @ 2017-11-15 13:58:19,authing @ 2017-11-15 13:58:19,launching @ 2017-11-15 13:58:19,running @ 2017-11-15 13:58:20,closing @ 2017-11-15 14:00:40,completed @ 2017-11-15 14:00:40
s9-main-128workers,read,read,24721,98884000,284.2,283.2,270,460,630,780,1070,1640,207.31,829247.01,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:00:42,submitting @ 2017-11-15 14:00:42,authing @ 2017-11-15 14:00:43,launching @ 2017-11-15 14:00:43,running @ 2017-11-15 14:00:43,closing @ 2017-11-15 14:03:08,completed @ 2017-11-15 14:03:08
s9-main-128workers,write,write,10363,41452000,794.78,794.78,860,1200,1480,1710,2140,3170,86.91,347624.86,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:00:42,submitting @ 2017-11-15 14:00:42,authing @ 2017-11-15 14:00:43,launching @ 2017-11-15 14:00:43,running @ 2017-11-15 14:00:43,closing @ 2017-11-15 14:03:08,completed @ 2017-11-15 14:03:08
s10-main-256workers,read,read,24028,96112000,540.78,539.72,440,1010,1380,1710,2420,3280,203.5,814011.06,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:03:11,submitting @ 2017-11-15 14:03:11,authing @ 2017-11-15 14:03:12,launching @ 2017-11-15 14:03:13,running @ 2017-11-15 14:03:13,closing @ 2017-11-15 14:05:38,completed @ 2017-11-15 14:05:38
s10-main-256workers,write,write,10119,40476000,1702.66,1702.66,1880,2810,3380,3860,4640,6320,85.71,342857.92,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:03:11,submitting @ 2017-11-15 14:03:11,authing @ 2017-11-15 14:03:12,launching @ 2017-11-15 14:03:13,running @ 2017-11-15 14:03:13,closing @ 2017-11-15 14:05:38,completed @ 2017-11-15 14:05:38
s11-main-512workers,read,read,22255,89020000,1181.68,1180.81,1200,1950,2580,3150,4580,6520,191.08,764336.54,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:05:40,submitting @ 2017-11-15 14:05:40,authing @ 2017-11-15 14:05:43,launching @ 2017-11-15 14:05:43,running @ 2017-11-15 14:05:44,closing @ 2017-11-15 14:08:09,completed @ 2017-11-15 14:08:09
s11-main-512workers,write,write,9333,37332000,3571.31,3571.31,3920,5260,6340,7240,9020,12380,80.15,320609.45,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:05:40,submitting @ 2017-11-15 14:05:40,authing @ 2017-11-15 14:05:43,launching @ 2017-11-15 14:05:43,running @ 2017-11-15 14:05:44,closing @ 2017-11-15 14:08:09,completed @ 2017-11-15 14:08:09
s12-cleanup,cleanup-delete,cleanup,14000,0,73.38,73.38,80,90,100,110,130,180,218.13,0,100%,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:08:11,submitting @ 2017-11-15 14:08:11,authing @ 2017-11-15 14:08:11,launching @ 2017-11-15 14:08:11,running @ 2017-11-15 14:08:12,closing @ 2017-11-15 14:09:22,completed @ 2017-11-15 14:09:22
s13-dispose,dispose-delete,dispose,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2017-11-15 13:45:43,booting @ 2017-11-15 14:09:24,submitting @ 2017-11-15 14:09:24,authing @ 2017-11-15 14:09:24,launching @ 2017-11-15 14:09:24,running @ 2017-11-15 14:09:25,closing @ 2017-11-15 14:09:30,completed @ 2017-11-15 14:09:30
